Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-21,5.5,-0.8794088720252353,-0.8794088720252353
2025-03-24,4.5,-1.1157913319869057,-1.1157913319869057
2025-03-25,7.5,-0.40664395210189447,-0.40664395210189447
2025-03-26,5.5,-0.8794088720252353,-0.8794088720252353
2025-03-31,6.5,-0.6430264120635649,-0.6430264120635649
2025-04-01,8.0,-0.28845272212105927,-0.28845272212105927
2025-04-02,11.0,0.42069465776395193,0.42069465776395193
2025-04-03,16.0,1.602606957572304,1.602606957572304
2025-04-04,21.0,2.784519257380656,2.784519257380656
2025-04-07,23.5,3.375475407284832,3.375475407284832
2025-04-08,19.5,2.4299455674381503,2.4299455674381503
2025-04-09,28.0,4.439196477112349,4.439196477112349
2025-04-14,17.5,1.9571806475148097,1.9571806475148097
2025-04-15,10.0,0.18431219780228156,0.18431219780228156
2025-04-16,9.0,-0.05207026215938887,-0.05207026215938887
2025-04-17,7.0,-0.5248351820827297,-0.5248351820827297
2025-04-21,11.5,0.5388858877447872,0.5388858877447872
2025-04-22,10.0,0.18431219780228156,0.18431219780228156
2025-04-23,7.0,-0.5248351820827297,-0.5248351820827297
2025-04-24,9.0,-0.05207026215938887,-0.05207026215938887
2025-04-25,7.5,-0.40664395210189447,-0.40664395210189447
2025-04-28,7.0,-0.5248351820827297,-0.5248351820827297
2025-04-29,8.5,-0.17026149214022407,-0.17026149214022407
2025-05-01,10.0,0.18431219780228156,0.18431219780228156
2025-05-05,12.5,0.7752683477064576,0.7752683477064576
2025-05-06,9.5,0.06612096782144634,0.06612096782144634
2025-05-07,9.0,-0.05207026215938887,-0.05207026215938887
2025-05-08,9.5,0.06612096782144634,0.06612096782144634
2025-05-09,7.5,-0.40664395210189447,-0.40664395210189447
2025-05-12,8.0,-0.28845272212105927,-0.28845272212105927
2025-05-14,9.5,0.06612096782144634,0.06612096782144634
2025-05-16,4.5,-1.1157913319869057,-1.1157913319869057
2025-05-19,9.5,0.06612096782144634,0.06612096782144634
2025-05-20,6.5,-0.6430264120635649,-0.6430264120635649
2025-05-21,7.0,-0.5248351820827297,-0.5248351820827297
2025-05-22,11.0,0.42069465776395193,0.42069465776395193
2025-05-23,16.0,1.602606957572304,1.602606957572304
2025-05-26,8.0,-0.28845272212105927,-0.28845272212105927
2025-05-27,5.5,-0.8794088720252353,-0.8794088720252353
2025-05-28,17.5,1.9571806475148097,1.9571806475148097
2025-06-02,11.0,0.42069465776395193,0.42069465776395193
2025-06-03,14.0,1.1298420376489633,1.1298420376489633
2025-06-04,14.0,1.1298420376489633,1.1298420376489633
2025-06-05,10.0,0.18431219780228156,0.18431219780228156
2025-06-09,7.5,-0.40664395210189447,-0.40664395210189447
2025-06-10,3.5,-1.3521737919485761,-1.3521737919485761
2025-06-13,13.0,0.8934595776872928,0.8934595776872928
2025-06-16,10.0,0.18431219780228156,0.18431219780228156
2025-06-17,10.5,0.30250342778311673,0.30250342778311673
2025-06-18,7.0,-0.5248351820827297,-0.5248351820827297
2025-06-19,9.0,-0.05207026215938887,-0.05207026215938887
2025-06-20,6.5,-0.6430264120635649,-0.6430264120635649
2025-06-23,14.5,1.2480332676297985,1.2480332676297985
2025-06-24,7.0,-0.5248351820827297,-0.5248351820827297
2025-06-25,1.5,-1.824938711871917,-1.824938711871917
