Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-11,2.25,0.0533771165160031,0.0533771165160031
2025-03-14,1.5,-0.35250300735219153,-0.35250300735219153
2025-03-17,1.75,-0.21720963272945998,-0.21720963272945998
2025-03-18,1.75,-0.21720963272945998,-0.21720963272945998
2025-03-19,2.25,0.0533771165160031,0.0533771165160031
2025-03-20,1.75,-0.21720963272945998,-0.21720963272945998
2025-03-21,1.25,-0.4877963819749231,-0.4877963819749231
2025-03-24,1.75,-0.21720963272945998,-0.21720963272945998
2025-03-25,1.5,-0.35250300735219153,-0.35250300735219153
2025-03-26,2.5,0.18867049113873463,0.18867049113873463
2025-03-31,4.25,1.1357241134978555,1.1357241134978555
2025-04-01,2.0,-0.08191625810672845,-0.08191625810672845
2025-04-02,14.75,6.818045847652581,6.818045847652581
2025-04-03,3.75,0.8651373642523924,0.8651373642523924
2025-04-04,4.0,1.000430738875124,1.000430738875124
2025-04-07,10.0,4.247471729820681,4.247471729820681
2025-04-08,8.0,3.165124732838829,3.165124732838829
2025-04-09,11.5,5.05923197755707,5.05923197755707
2025-04-14,3.75,0.8651373642523924,0.8651373642523924
2025-04-15,2.75,0.3239638657614662,0.3239638657614662
2025-04-16,3.25,0.5945506150069293,0.5945506150069293
2025-04-17,1.25,-0.4877963819749231,-0.4877963819749231
2025-04-21,2.0,-0.08191625810672845,-0.08191625810672845
2025-04-22,2.0,-0.08191625810672845,-0.08191625810672845
2025-04-23,2.25,0.0533771165160031,0.0533771165160031
2025-04-24,1.25,-0.4877963819749231,-0.4877963819749231
2025-04-25,3.5,0.7298439896296608,0.7298439896296608
2025-04-28,1.5,-0.35250300735219153,-0.35250300735219153
2025-04-29,1.5,-0.35250300735219153,-0.35250300735219153
2025-05-01,3.25,0.5945506150069293,0.5945506150069293
2025-05-05,1.75,-0.21720963272945998,-0.21720963272945998
2025-05-06,1.75,-0.21720963272945998,-0.21720963272945998
2025-05-07,2.5,0.18867049113873463,0.18867049113873463
2025-05-08,2.75,0.3239638657614662,0.3239638657614662
2025-05-09,1.5,-0.35250300735219153,-0.35250300735219153
2025-05-12,2.5,0.18867049113873463,0.18867049113873463
2025-05-14,2.0,-0.08191625810672845,-0.08191625810672845
2025-05-16,7.25,2.759244608970634,2.759244608970634
2025-05-19,3.0,0.45925724038419774,0.45925724038419774
2025-05-20,1.75,-0.21720963272945998,-0.21720963272945998
2025-05-21,2.75,0.3239638657614662,0.3239638657614662
2025-05-22,3.0,0.45925724038419774,0.45925724038419774
2025-05-23,2.0,-0.08191625810672845,-0.08191625810672845
2025-05-27,3.0,0.45925724038419774,0.45925724038419774
2025-05-28,2.25,0.0533771165160031,0.0533771165160031
2025-06-02,2.25,0.0533771165160031,0.0533771165160031
2025-06-03,1.25,-0.4877963819749231,-0.4877963819749231
2025-06-04,1.5,-0.35250300735219153,-0.35250300735219153
2025-06-05,1.25,-0.4877963819749231,-0.4877963819749231
2025-06-09,2.0,-0.08191625810672845,-0.08191625810672845
2025-06-10,1.25,-0.4877963819749231,-0.4877963819749231
2025-06-13,2.7559814453125,0.32720086544726396,0.32720086544726396
2025-06-16,1.25,-0.4877963819749231,-0.4877963819749231
2025-06-17,1.5,-0.35250300735219153,-0.35250300735219153
2025-06-18,3.25,0.5945506150069293,0.5945506150069293
2025-06-20,1.5,-0.35250300735219153,-0.35250300735219153
2025-06-23,2.25,0.0533771165160031,0.0533771165160031
2025-06-24,1.75,-0.21720963272945998,-0.21720963272945998
2025-06-25,1.75,-0.21720963272945998,-0.21720963272945998
2025-06-30,2.25,0.0533771165160031,0.0533771165160031
2025-07-01,2.0,-0.08191625810672845,-0.08191625810672845
2025-07-02,1.5,-0.35250300735219153,-0.35250300735219153
2025-07-07,1.75,-0.21720963272945998,-0.21720963272945998
2025-07-08,1.75,-0.21720963272945998,-0.21720963272945998
2025-07-09,1.25,-0.4877963819749231,-0.4877963819749231
2025-07-10,1.0,-0.6230897565976546,-0.6230897565976546
2025-07-11,1.75,-0.21720963272945998,-0.21720963272945998
2025-07-14,1.75,-0.21720963272945998,-0.21720963272945998
2025-07-17,2.25,0.0533771165160031,0.0533771165160031
2025-07-18,1.75,-0.21720963272945998,-0.21720963272945998
2025-07-21,2.0,-0.08191625810672845,-0.08191625810672845
2025-07-22,1.25,-0.4877963819749231,-0.4877963819749231
2025-07-23,1.25,-0.4877963819749231,-0.4877963819749231
2025-07-24,2.5,0.18867049113873463,0.18867049113873463
2025-07-25,1.25,-0.4877963819749231,-0.4877963819749231
2025-07-28,1.25,-0.4877963819749231,-0.4877963819749231
2025-07-29,1.5,-0.35250300735219153,-0.35250300735219153
2025-08-04,1.5,-0.35250300735219153,-0.35250300735219153
2025-08-05,2.25,0.0533771165160031,0.0533771165160031
2025-08-06,2.25,0.0533771165160031,0.0533771165160031
2025-08-07,1.75,-0.21720963272945998,-0.21720963272945998
2025-08-08,1.0,-0.6230897565976546,-0.6230897565976546
2025-08-11,2.0,-0.08191625810672845,-0.08191625810672845
2025-08-13,1.25,-0.4877963819749231,-0.4877963819749231
2025-08-15,1.5,-0.35250300735219153,-0.35250300735219153
2025-08-18,1.0,-0.6230897565976546,-0.6230897565976546
2025-08-19,1.25,-0.4877963819749231,-0.4877963819749231
2025-08-20,1.0,-0.6230897565976546,-0.6230897565976546
2025-08-21,1.0,-0.6230897565976546,-0.6230897565976546
2025-08-22,1.0,-0.6230897565976546,-0.6230897565976546
2025-08-25,1.0,-0.6230897565976546,-0.6230897565976546
2025-08-26,1.5,-0.35250300735219153,-0.35250300735219153
2025-08-27,2.25,0.0533771165160031,0.0533771165160031
2025-09-02,2.75,0.3239638657614662,0.3239638657614662
2025-09-03,2.0,-0.08191625810672845,-0.08191625810672845
2025-09-04,1.75,-0.21720963272945998,-0.21720963272945998
2025-09-08,1.5,-0.35250300735219153,-0.35250300735219153
2025-09-12,1.75,-0.21720963272945998,-0.21720963272945998
2025-09-15,1.5,-0.35250300735219153,-0.35250300735219153
2025-09-16,1.5,-0.35250300735219153,-0.35250300735219153
2025-09-17,4.5,1.271017488120587,1.271017488120587
2025-09-18,2.75,0.3239638657614662,0.3239638657614662
2025-09-19,1.25,-0.4877963819749231,-0.4877963819749231
2025-09-22,1.5,-0.35250300735219153,-0.35250300735219153
2025-09-23,1.75,-0.21720963272945998,-0.21720963272945998
2025-09-24,1.25,-0.4877963819749231,-0.4877963819749231
2025-09-29,1.0,-0.6230897565976546,-0.6230897565976546
2025-09-30,2.25,0.0533771165160031,0.0533771165160031
2025-10-01,1.5,-0.35250300735219153,-0.35250300735219153
2025-10-02,1.0,-0.6230897565976546,-0.6230897565976546
2025-10-06,1.75,-0.21720963272945998,-0.21720963272945998
2025-10-07,1.5,-0.35250300735219153,-0.35250300735219153
2025-10-08,1.5,-0.35250300735219153,-0.35250300735219153
2025-10-09,1.25,-0.4877963819749231,-0.4877963819749231
2025-10-10,4.0,1.000430738875124,1.000430738875124
2025-10-13,1.25,-0.4877963819749231,-0.4877963819749231
