Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-20,1.25,-0.7758546218104522,-0.7758546218104522
2024-11-21,1.75,-0.6026259173466841,-0.6026259173466841
2024-11-24,3.75,0.09028890050838827,0.09028890050838827
2024-11-25,3.5,0.0036745482765042146,0.0036745482765042146
2024-11-26,2.0,-0.5160115651148001,-0.5160115651148001
2024-11-28,4.25,0.26351760497215637,0.26351760497215637
2024-12-01,4.5,0.3501319572040404,0.3501319572040404
2024-12-02,5.0,0.5233606616678085,0.5233606616678085
2024-12-03,4.5,0.3501319572040404,0.3501319572040404
2024-12-04,2.5,-0.342782860651032,-0.342782860651032
2024-12-05,3.25,-0.08293980395537984,-0.08293980395537984
2024-12-08,4.0,0.1769032527402723,0.1769032527402723
2024-12-09,3.75,0.09028890050838827,0.09028890050838827
2024-12-10,2.25,-0.42939721288291605,-0.42939721288291605
2024-12-15,1.75,-0.6026259173466841,-0.6026259173466841
2024-12-16,1.75,-0.6026259173466841,-0.6026259173466841
2024-12-17,2.0,-0.5160115651148001,-0.5160115651148001
2024-12-18,2.5,-0.342782860651032,-0.342782860651032
2024-12-22,1.75,-0.6026259173466841,-0.6026259173466841
2024-12-23,1.25,-0.7758546218104522,-0.7758546218104522
2024-12-25,3.25,-0.08293980395537984,-0.08293980395537984
2024-12-26,2.0,-0.5160115651148001,-0.5160115651148001
2024-12-29,1.5,-0.6892402695785682,-0.6892402695785682
2024-12-30,2.0,-0.5160115651148001,-0.5160115651148001
2025-01-01,3.25,-0.08293980395537984,-0.08293980395537984
2025-01-02,2.0,-0.5160115651148001,-0.5160115651148001
2025-01-05,3.5,0.0036745482765042146,0.0036745482765042146
2025-01-06,2.75,-0.2561685084191479,-0.2561685084191479
2025-01-07,2.0,-0.5160115651148001,-0.5160115651148001
2025-01-08,3.0,-0.16955415618726388,-0.16955415618726388
2025-01-09,2.25,-0.42939721288291605,-0.42939721288291605
2025-01-12,4.25,0.26351760497215637,0.26351760497215637
2025-01-13,2.5,-0.342782860651032,-0.342782860651032
2025-01-16,1.5,-0.6892402695785682,-0.6892402695785682
2025-01-19,2.25,-0.42939721288291605,-0.42939721288291605
2025-01-20,6.0,0.8698180705953447,0.8698180705953447
2025-01-21,2.25,-0.42939721288291605,-0.42939721288291605
2025-01-22,1.5,-0.6892402695785682,-0.6892402695785682
2025-01-23,3.75,0.09028890050838827,0.09028890050838827
2025-01-26,4.0,0.1769032527402723,0.1769032527402723
2025-01-27,3.0,-0.16955415618726388,-0.16955415618726388
2025-01-28,2.25,-0.42939721288291605,-0.42939721288291605
2025-01-29,2.25,-0.42939721288291605,-0.42939721288291605
2025-02-02,9.5,2.0824190018417212,2.0824190018417212
2025-02-03,2.25,-0.42939721288291605,-0.42939721288291605
2025-02-04,2.25,-0.42939721288291605,-0.42939721288291605
2025-02-05,1.75,-0.6026259173466841,-0.6026259173466841
2025-02-06,2.0,-0.5160115651148001,-0.5160115651148001
2025-02-09,2.75,-0.2561685084191479,-0.2561685084191479
2025-02-10,1.75,-0.6026259173466841,-0.6026259173466841
2025-02-11,3.0,-0.16955415618726388,-0.16955415618726388
2025-02-16,2.75,-0.2561685084191479,-0.2561685084191479
2025-02-17,3.25,-0.08293980395537984,-0.08293980395537984
2025-02-18,1.5,-0.6892402695785682,-0.6892402695785682
2025-02-19,2.5,-0.342782860651032,-0.342782860651032
2025-02-20,2.75,-0.2561685084191479,-0.2561685084191479
2025-02-23,1.5,-0.6892402695785682,-0.6892402695785682
2025-02-24,3.5,0.0036745482765042146,0.0036745482765042146
2025-02-25,4.75,0.43674630943592446,0.43674630943592446
2025-02-26,3.0,-0.16955415618726388,-0.16955415618726388
2025-03-02,3.0,-0.16955415618726388,-0.16955415618726388
2025-03-03,5.75,0.7832037183634606,0.7832037183634606
2025-03-04,5.25,0.6099750138996926,0.6099750138996926
2025-03-05,5.75,0.7832037183634606,0.7832037183634606
2025-03-06,3.5,0.0036745482765042146,0.0036745482765042146
2025-03-09,4.0,0.1769032527402723,0.1769032527402723
2025-03-10,6.75,1.1296611272909969,1.1296611272909969
2025-03-11,2.75,-0.2561685084191479,-0.2561685084191479
2025-03-16,3.5,0.0036745482765042146,0.0036745482765042146
2025-03-17,2.75,-0.2561685084191479,-0.2561685084191479
2025-03-18,1.75,-0.6026259173466841,-0.6026259173466841
2025-03-19,2.25,-0.42939721288291605,-0.42939721288291605
2025-03-20,2.25,-0.42939721288291605,-0.42939721288291605
2025-03-23,3.0,-0.16955415618726388,-0.16955415618726388
2025-03-24,1.75,-0.6026259173466841,-0.6026259173466841
2025-03-25,2.25,-0.42939721288291605,-0.42939721288291605
2025-03-26,2.75,-0.2561685084191479,-0.2561685084191479
2025-03-30,5.75,0.7832037183634606,0.7832037183634606
2025-03-31,3.0,-0.16955415618726388,-0.16955415618726388
2025-04-01,3.25,-0.08293980395537984,-0.08293980395537984
2025-04-02,9.5,2.0824190018417212,2.0824190018417212
2025-04-03,9.25,1.9958046496098374,1.9958046496098374
2025-04-06,14.75,3.9013203987112868,3.9013203987112868
2025-04-07,8.75,1.8225759451460692,1.8225759451460692
2025-04-08,22.5,6.586365317899692,6.586365317899692
2025-04-09,10.75,2.5154907630011416,2.5154907630011416
2025-04-13,9.25,1.9958046496098374,1.9958046496098374
2025-04-14,4.25,0.26351760497215637,0.26351760497215637
2025-04-15,3.0,-0.16955415618726388,-0.16955415618726388
2025-04-16,5.25,0.6099750138996926,0.6099750138996926
2025-04-20,2.5,-0.342782860651032,-0.342782860651032
2025-04-21,3.0,-0.16955415618726388,-0.16955415618726388
2025-04-22,5.75,0.7832037183634606,0.7832037183634606
2025-04-23,3.25,-0.08293980395537984,-0.08293980395537984
2025-04-24,3.0,-0.16955415618726388,-0.16955415618726388
2025-04-27,2.25,-0.42939721288291605,-0.42939721288291605
2025-04-28,2.25,-0.42939721288291605,-0.42939721288291605
2025-04-29,2.5,-0.342782860651032,-0.342782860651032
2025-05-01,4.75,0.43674630943592446,0.43674630943592446
2025-05-04,3.5,0.0036745482765042146,0.0036745482765042146
2025-05-05,2.5,-0.342782860651032,-0.342782860651032
2025-05-06,3.5,0.0036745482765042146,0.0036745482765042146
2025-05-07,3.0,-0.16955415618726388,-0.16955415618726388
2025-05-08,3.0,-0.16955415618726388,-0.16955415618726388
2025-05-11,2.0,-0.5160115651148001,-0.5160115651148001
2025-05-12,3.0,-0.16955415618726388,-0.16955415618726388
2025-05-14,2.0,-0.5160115651148001,-0.5160115651148001
2025-05-18,5.25,0.6099750138996926,0.6099750138996926
2025-05-19,2.75,-0.2561685084191479,-0.2561685084191479
2025-05-20,5.25,0.6099750138996926,0.6099750138996926
2025-05-21,3.0,-0.16955415618726388,-0.16955415618726388
2025-05-22,2.75,-0.2561685084191479,-0.2561685084191479
2025-05-25,5.0,0.5233606616678085,0.5233606616678085
2025-05-26,3.25,-0.08293980395537984,-0.08293980395537984
2025-05-27,3.0,-0.16955415618726388,-0.16955415618726388
2025-05-28,6.5,1.0430467750591128,1.0430467750591128
2025-06-01,4.0,0.1769032527402723,0.1769032527402723
2025-06-02,2.25,-0.42939721288291605,-0.42939721288291605
2025-06-03,1.75,-0.6026259173466841,-0.6026259173466841
2025-06-04,2.25,-0.42939721288291605,-0.42939721288291605
2025-06-05,1.5,-0.6892402695785682,-0.6892402695785682
2025-06-08,3.0,-0.16955415618726388,-0.16955415618726388
2025-06-09,2.5,-0.342782860651032,-0.342782860651032
2025-06-10,2.5,-0.342782860651032,-0.342782860651032
2025-06-15,4.0,0.1769032527402723,0.1769032527402723
2025-06-16,3.75,0.09028890050838827,0.09028890050838827
2025-06-17,3.25,-0.08293980395537984,-0.08293980395537984
2025-06-18,3.25,-0.08293980395537984,-0.08293980395537984
2025-06-19,1.75,-0.6026259173466841,-0.6026259173466841
2025-06-22,5.25,0.6099750138996926,0.6099750138996926
2025-06-23,2.25,-0.42939721288291605,-0.42939721288291605
2025-06-24,1.25,-0.7758546218104522,-0.7758546218104522
2025-06-25,0.5,-1.0356976785061043,-1.0356976785061043
