Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-09,14.25,3.117906667704474,3.117906667704474
2025-04-14,8.0,0.9213727575237908,0.9213727575237908
2025-04-15,7.5,0.7456500447093362,0.7456500447093362
2025-04-16,8.75,1.1849568267454729,1.1849568267454729
2025-04-17,5.75,0.13062054985874477,0.13062054985874477
2025-04-21,7.75,0.8335114011165635,0.8335114011165635
2025-04-22,3.75,-0.572270301399074,-0.572270301399074
2025-04-23,9.25,1.3606795395599276,1.3606795395599276
2025-04-24,4.0,-0.4844089449918466,-0.4844089449918466
2025-04-25,5.75,0.13062054985874477,0.13062054985874477
2025-04-28,6.75,0.4820659754876541,0.4820659754876541
2025-04-29,3.5,-0.6601316578063012,-0.6601316578063012
2025-05-01,6.25,0.30634326267319945,0.30634326267319945
2025-05-05,4.0,-0.4844089449918466,-0.4844089449918466
2025-05-06,5.5,0.042759193451517435,0.042759193451517435
2025-05-07,5.5,0.042759193451517435,0.042759193451517435
2025-05-08,10.25,1.7121249651888368,1.7121249651888368
2025-05-09,4.25,-0.39654758858461925,-0.39654758858461925
2025-05-12,3.25,-0.7479930142135286,-0.7479930142135286
2025-05-14,5.5,0.042759193451517435,0.042759193451517435
2025-05-16,5.25,-0.0451021629557099,-0.0451021629557099
2025-05-19,5.25,-0.0451021629557099,-0.0451021629557099
2025-05-20,4.25,-0.39654758858461925,-0.39654758858461925
2025-05-21,8.0,0.9213727575237908,0.9213727575237908
2025-05-22,5.75,0.13062054985874477,0.13062054985874477
2025-05-23,2.5,-1.0115770834352107,-1.0115770834352107
2025-05-26,1.25,-1.4508838654713474,-1.4508838654713474
2025-05-27,4.25,-0.39654758858461925,-0.39654758858461925
2025-05-28,3.25,-0.7479930142135286,-0.7479930142135286
2025-06-02,5.25,-0.0451021629557099,-0.0451021629557099
2025-06-03,4.25,-0.39654758858461925,-0.39654758858461925
2025-06-04,4.5,-0.30868623217739194,-0.30868623217739194
2025-06-05,7.5,0.7456500447093362,0.7456500447093362
2025-06-09,4.25,-0.39654758858461925,-0.39654758858461925
2025-06-10,3.75,-0.572270301399074,-0.572270301399074
2025-06-13,6.75,0.4820659754876541,0.4820659754876541
2025-06-16,5.0,-0.13296351936293724,-0.13296351936293724
2025-06-17,6.5,0.3942046190804268,0.3942046190804268
2025-06-18,6.0,0.2184819062659721,0.2184819062659721
2025-06-19,1.25,-1.4508838654713474,-1.4508838654713474
2025-06-20,7.5,0.7456500447093362,0.7456500447093362
2025-06-23,4.75,-0.22082487577016457,-0.22082487577016457
2025-06-24,4.75,-0.22082487577016457,-0.22082487577016457
2025-06-25,3.25,-0.7479930142135286,-0.7479930142135286
