Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-01-02,6.5,0.9686623439676016,0.9686623439676016
2025-01-03,2.75,-0.7179497372936345,-0.7179497372936345
2025-01-06,5.75,0.6313399277153544,0.6313399277153544
2025-01-07,3.75,-0.26818651562397156,-0.26818651562397156
2025-01-08,4.0,-0.15574571020655578,-0.15574571020655578
2025-01-09,2.75,-0.7179497372936345,-0.7179497372936345
2025-01-13,2.25,-0.942831348128466,-0.942831348128466
2025-01-16,2.75,-0.7179497372936345,-0.7179497372936345
2025-01-17,3.0,-0.6055089318762188,-0.6055089318762188
2025-01-20,3.0,-0.6055089318762188,-0.6055089318762188
2025-01-21,6.75,1.0811031493850174,1.0811031493850174
2025-01-22,3.75,-0.26818651562397156,-0.26818651562397156
2025-01-23,4.5,0.06913590062827571,0.06913590062827571
2025-01-24,4.0,-0.15574571020655578,-0.15574571020655578
2025-01-27,11.25,3.105037646898501,3.105037646898501
2025-01-28,3.75,-0.26818651562397156,-0.26818651562397156
2025-01-29,2.75,-0.7179497372936345,-0.7179497372936345
2025-02-03,5.25,0.406458316880523,0.406458316880523
2025-02-04,4.5,0.06913590062827571,0.06913590062827571
2025-02-05,4.5,0.06913590062827571,0.06913590062827571
2025-02-06,2.75,-0.7179497372936345,-0.7179497372936345
2025-02-10,3.0,-0.6055089318762188,-0.6055089318762188
2025-02-11,3.5,-0.3806273210413873,-0.3806273210413873
2025-02-14,2.75,-0.7179497372936345,-0.7179497372936345
2025-02-17,2.0,-1.0552721535458818,-1.0552721535458818
2025-02-18,1.75,-1.1677129589632975,-1.1677129589632975
2025-02-19,2.5,-0.8303905427110503,-0.8303905427110503
2025-02-20,2.75,-0.7179497372936345,-0.7179497372936345
2025-02-21,3.0,-0.6055089318762188,-0.6055089318762188
2025-02-24,2.5,-0.8303905427110503,-0.8303905427110503
2025-02-25,5.75,0.6313399277153544,0.6313399277153544
2025-02-26,3.75,-0.26818651562397156,-0.26818651562397156
2025-03-03,4.25,-0.04330490478914004,-0.04330490478914004
2025-03-04,5.75,0.6313399277153544,0.6313399277153544
2025-03-05,5.0,0.2940175114631072,0.2940175114631072
2025-03-06,5.0,0.2940175114631072,0.2940175114631072
2025-03-10,6.5,0.9686623439676016,0.9686623439676016
2025-03-11,5.75,0.6313399277153544,0.6313399277153544
2025-03-14,2.75,-0.7179497372936345,-0.7179497372936345
2025-03-17,3.25,-0.49306812645880305,-0.49306812645880305
2025-03-18,3.75,-0.26818651562397156,-0.26818651562397156
2025-03-19,3.25,-0.49306812645880305,-0.49306812645880305
2025-03-20,5.25,0.406458316880523,0.406458316880523
2025-03-21,4.5,0.06913590062827571,0.06913590062827571
2025-03-24,2.25,-0.942831348128466,-0.942831348128466
2025-03-25,4.75,0.18157670604569146,0.18157670604569146
2025-03-26,3.25,-0.49306812645880305,-0.49306812645880305
2025-03-31,3.5,-0.3806273210413873,-0.3806273210413873
2025-04-01,4.5,0.06913590062827571,0.06913590062827571
2025-04-02,6.25,0.8562215385501859,0.8562215385501859
2025-04-03,5.25,0.406458316880523,0.406458316880523
2025-04-04,15.0,4.791649728159737,4.791649728159737
2025-04-07,16.0,5.2414129498294,5.2414129498294
2025-04-08,6.0,0.7437807331327702,0.7437807331327702
2025-04-09,15.5,5.016531338994569,5.016531338994569
2025-04-14,6.75,1.0811031493850174,1.0811031493850174
2025-04-15,5.25,0.406458316880523,0.406458316880523
2025-04-16,5.5,0.5188991222979387,0.5188991222979387
2025-04-17,3.5,-0.3806273210413873,-0.3806273210413873
2025-04-21,3.75,-0.26818651562397156,-0.26818651562397156
2025-04-22,3.75,-0.26818651562397156,-0.26818651562397156
2025-04-23,5.5,0.5188991222979387,0.5188991222979387
2025-04-24,3.5,-0.3806273210413873,-0.3806273210413873
2025-04-25,4.25,-0.04330490478914004,-0.04330490478914004
2025-04-28,4.5,0.06913590062827571,0.06913590062827571
2025-04-29,3.75,-0.26818651562397156,-0.26818651562397156
2025-05-01,5.0,0.2940175114631072,0.2940175114631072
2025-05-05,2.0,-1.0552721535458818,-1.0552721535458818
2025-05-06,3.25,-0.49306812645880305,-0.49306812645880305
2025-05-07,3.25,-0.49306812645880305,-0.49306812645880305
2025-05-08,3.25,-0.49306812645880305,-0.49306812645880305
2025-05-09,3.0,-0.6055089318762188,-0.6055089318762188
2025-05-12,8.5,1.8681887873069276,1.8681887873069276
2025-05-14,3.5,-0.3806273210413873,-0.3806273210413873
2025-05-16,3.5,-0.3806273210413873,-0.3806273210413873
2025-05-19,5.25,0.406458316880523,0.406458316880523
2025-05-20,4.25,-0.04330490478914004,-0.04330490478914004
2025-05-21,4.0,-0.15574571020655578,-0.15574571020655578
2025-05-22,3.0,-0.6055089318762188,-0.6055089318762188
2025-05-23,3.5,-0.3806273210413873,-0.3806273210413873
2025-05-26,2.5,-0.8303905427110503,-0.8303905427110503
2025-05-27,3.25,-0.49306812645880305,-0.49306812645880305
2025-05-28,2.0,-1.0552721535458818,-1.0552721535458818
2025-06-02,4.0,-0.15574571020655578,-0.15574571020655578
2025-06-03,3.25,-0.49306812645880305,-0.49306812645880305
2025-06-04,2.75,-0.7179497372936345,-0.7179497372936345
2025-06-05,3.0,-0.6055089318762188,-0.6055089318762188
2025-06-09,2.75,-0.7179497372936345,-0.7179497372936345
2025-06-10,4.25,-0.04330490478914004,-0.04330490478914004
2025-06-13,7.5,1.4184255656372646,1.4184255656372646
2025-06-16,5.0,0.2940175114631072,0.2940175114631072
2025-06-17,3.25,-0.49306812645880305,-0.49306812645880305
2025-06-18,4.5,0.06913590062827571,0.06913590062827571
2025-06-19,3.75,-0.26818651562397156,-0.26818651562397156
2025-06-20,5.75,0.6313399277153544,0.6313399277153544
2025-06-23,3.0,-0.6055089318762188,-0.6055089318762188
2025-06-24,3.75,-0.26818651562397156,-0.26818651562397156
2025-06-25,3.0,-0.6055089318762188,-0.6055089318762188
